央视频道,#genre#
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
宁夏卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226454/index.m3u8
陕西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000007495/1.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/6603041244077933770/1.m3u8
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
厦门卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000266006/1.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8
湖南卫视,http://qwe.iptviptv.site:9694/hls/105/index.m3u8
浙江卫视,http://qwe.iptviptv.site:9694/hls/106/index.m3u8
江苏卫视,http://qwe.iptviptv.site:9694/hls/107/index.m3u8
东方卫视,http://qwe.iptviptv.site:9694/hls/108/index.m3u8
安徽卫视,http://qwe.iptviptv.site:9694/hls/109/index.m3u8
北京卫视,http://qwe.iptviptv.site:9694/hls/110/index.m3u8
天津卫视,http://qwe.iptviptv.site:9694/hls/111/index.m3u8
山东卫视,http://qwe.iptviptv.site:9694/hls/112/index.m3u8
江西卫视,http://qwe.iptviptv.site:9694/hls/113/index.m3u8
湖北卫视,http://qwe.iptviptv.site:9694/hls/114/index.m3u8
辽宁卫视,http://qwe.iptviptv.site:9694/hls/115/index.m3u8
黑龙江卫视,http://qwe.iptviptv.site:9694/hls/116/index.m3u8
贵州卫视,http://qwe.iptviptv.site:9694/hls/117/index.m3u8
四川卫视,http://qwe.iptviptv.site:9694/hls/118/index.m3u8
河南卫视,http://qwe.iptviptv.site:9694/hls/119/index.m3u8
云南卫视,http://qwe.iptviptv.site:9694/hls/120/index.m3u8
重庆卫视,http://qwe.iptviptv.site:9694/hls/121/index.m3u8
河北卫视,http://qwe.iptviptv.site:9694/hls/122/index.m3u8
东南卫视,http://qwe.iptviptv.site:9694/hls/123/index.m3u8
广西卫视,http://qwe.iptviptv.site:9694/hls/124/index.m3u8
吉林卫视,http://qwe.iptviptv.site:9694/hls/125/index.m3u8
陕西卫视,http://qwe.iptviptv.site:9694/hls/126/index.m3u8
山西卫视,http://qwe.iptviptv.site:9694/hls/127/index.m3u8
内蒙古卫视,http://qwe.iptviptv.site:9694/hls/128/index.m3u8
青海卫视,http://qwe.iptviptv.site:9694/hls/129/index.m3u8
海南卫视,http://qwe.iptviptv.site:9694/hls/130/index.m3u8
宁夏卫视,http://qwe.iptviptv.site:9694/hls/131/index.m3u8
西藏卫视,http://qwe.iptviptv.site:9694/hls/132/index.m3u8
新疆卫视,http://qwe.iptviptv.site:9694/hls/133/index.m3u8
甘肃卫视,http://qwe.iptviptv.site:9694/hls/134/index.m3u8
厦门卫视,http://qwe.iptviptv.site:9694/hls/135/index.m3u8
五星体育,http://qwe.iptviptv.site:9694/hls/150/index.m3u8
新闻综合,http://qwe.iptviptv.site:9694/hls/151/index.m3u8
东方财经,http://qwe.iptviptv.site:9694/hls/152/index.m3u8
第一财经,http://qwe.iptviptv.site:9694/hls/153/index.m3u8
法治天地,http://qwe.iptviptv.site:9694/hls/154/index.m3u8
都市频道,http://qwe.iptviptv.site:9694/hls/155/index.m3u8
东方影视,http://qwe.iptviptv.site:9694/hls/156/index.m3u8
上海教育,http://qwe.iptviptv.site:9694/hls/157/index.m3u8
七彩戏剧,http://qwe.iptviptv.site:9694/hls/158/index.m3u8
金色学堂,http://qwe.iptviptv.site:9694/hls/159/index.m3u8
CETV-1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
数字频道,#genre#
纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
劲爆体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008&IASHttpSeqweionId=OTT19019320240419154124000281
乐游频道,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031112/1.m3u8
欢笑剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000002000009455/1.m3u8
都市剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031111/1.m3u8
金色学堂,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000026105/1.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031203/1.m3u8
快乐垂钓,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031206/1.m3u8
茶友频道,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031209/1.m3u8
游戏风云,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031114/1.m3u8
动漫秀场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031113/1.m3u8
嘉佳卡通,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000025964/1.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵电竞,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000003000000066/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000066&IASHttpSeqweionId=OTT19019320240419154124000281
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
求索纪录,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSeqweionId=OTT19019320240419154124000281
求索生活,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSeqweionId=OTT19019320240419154124000281
求索动物,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSeqweionId=OTT19019320240419154124000281
求索科学,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSeqweionId=OTT19019320240419154124000281
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
海外剧场,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
潮妈辣婆,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
精品体育,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品纪录,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
家庭剧场,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精品大剧,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
CHC家庭影院,http://qwe.iptviptv.site:9694/hls/700/index.m3u8
CHC动作电影,http://qwe.iptviptv.site:9694/hls/701/index.m3u8
CHC影迷电影,http://qwe.iptviptv.site:9694/hls/702/index.m3u8
星空卫视,http://qwe.iptviptv.site:9694/hls/703/index.m3u8
风云足球,http://qwe.iptviptv.site:9694/hls/704/index.m3u8
央视台球,http://qwe.iptviptv.site:9694/hls/705/index.m3u8
高尔夫网球,http://qwe.iptviptv.site:9694/hls/706/index.m3u8
女性时尚,http://qwe.iptviptv.site:9694/hls/707/index.m3u8
世界地理,http://qwe.iptviptv.site:9694/hls/708/index.m3u8
怀旧剧场,http://qwe.iptviptv.site:9694/hls/709/index.m3u8
风云剧场,http://qwe.iptviptv.site:9694/hls/710/index.m3u8
第一剧场,http://qwe.iptviptv.site:9694/hls/711/index.m3u8
老故事,http://qwe.iptviptv.site:9694/hls/712/index.m3u8
中学生,http://qwe.iptviptv.site:9694/hls/713/index.m3u8
快乐垂钓,http://qwe.iptviptv.site:9694/hls/714/index.m3u8
天元围棋,http://qwe.iptviptv.site:9694/hls/715/index.m3u8
凤凰香港,http://qwe.iptviptv.site:9694/hls/730/index.m3u8
凤凰中文,http://qwe.iptviptv.site:9694/hls/731/index.m3u8
凤凰资询,http://qwe.iptviptv.site:9694/hls/732/index.m3u8
重温经典,http://qwe.iptviptv.site:9694/hls/716/index.m3u8
新视觉,http://qwe.iptviptv.site:9694/hls/717/index.m3u8
劲爆体育,http://qwe.iptviptv.site:9694/hls/718/index.m3u8
魅力足球,http://qwe.iptviptv.site:9694/hls/719/index.m3u8
北京体育,http://qwe.iptviptv.site:9694/hls/800/index.m3u8
淘电影,http://qwe.iptviptv.site:9694/hls/801/index.m3u8
淘剧场,http://qwe.iptviptv.site:9694/hls/802/index.m3u8
淘娱乐,http://qwe.iptviptv.site:9694/hls/803/index.m3u8
淘baby,http://qwe.iptviptv.site:9694/hls/804/index.m3u8
淘精彩,http://qwe.iptviptv.site:9694/hls/805/index.m3u8
上海频道,#genre#
上海新闻,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSeqweionId=OTT19019320240419154124000281
上海都市,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSeqweionId=OTT19019320240419154124000281
上海外语,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000001/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000001&IASHttpSeqweionId=OTT19019320240419154124000281
七彩戏剧,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSeqweionId=OTT19019320240419154124000281
五星体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSeqweionId=OTT19019320240419154124000281
东方影视,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSeqweionId=OTT19019320240419154124000281
东方财经,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSeqweionId=OTT19019320240419154124000281
法治天地,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSeqweionId=OTT19019320240419154124000281
第一财经,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSeqweionId=OTT19019320240419154124000281
浙江频道,#genre#
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
扬州1,http://qwe.iptviptv.site:9694/hls/182/index.m3u8
扬州2,http://qwe.iptviptv.site:9694/hls/183/index.m3u8
扬州3,http://qwe.iptviptv.site:9694/hls/184/index.m3u8
浙江新闻,http://qwe.iptviptv.site:9694/hls/188/index.m3u8
浙江体育,http://qwe.iptviptv.site:9694/hls/189/index.m3u8
浙江经济,http://qwe.iptviptv.site:9694/hls/191/index.m3u8
